user_id,age,gender,country,post_id,post_type,post_category,likes,comments,shares,watch_time_sec,impression_count,posted_at,follower_count,is_verified,device_type,sentiment,hashtags,engagement_rate,hashtag_count,Engagement_Score,Hashtag_counts,hour,watch_time_hours,day_name
16640,18,Male,Germany,319831,Video,Fashion,12715,1165,1423,782,47297,2022-03-09,15760,False,Mobile,Neutral,#fun #reels,0.323551177,2,15303,2,0,0.21722222222222223,Wednesday
54547,23,Male,Japan,224750,Text,Education,5630,1497,349,96,22780,2023-07-22,647123,False,Desktop,Neutral,#tech #foodie,0.328665496,2,7476,2,0,0.02666666666666667,Saturday
64620,50,Female,UK,545295,Video,Music,15902,1461,214,586,60016,2022-04-09,424837,False,Mobile,Neutral,#travel,0.292871901,1,17577,1,0,0.16277777777777777,Saturday
25317,18,Other,Japan,745171,Reel,Music,2556,2135,1406,5207,90122,2023-08-11,649923,True,Desktop,Negative,#foodie,0.067652737,1,6097,1,0,1.446388888888889,Friday
17564,57,Male,Canada,243622,Reel,Fashion,19338,462,1147,6661,97074,2023-08-01,743648,False,Desktop,Positive,#lifestyle #reels,0.215783835,2,20947,2,0,1.8502777777777777,Tuesday
37345,23,Male,Australia,357391,Video,Food,7387,480,1315,6811,21346,2023-06-29,393977,False,Desktop,Neutral,#reels #tech #fun,0.430150848,3,9182,3,0,1.8919444444444444,Thursday
89273,26,Female,France,450340,Reel,Tech,9858,822,1691,5182,62985,2023-06-26,382701,False,Tablet,Positive,#lifestyle #travel,0.196411844,2,12371,2,0,1.4394444444444445,Monday
90765,52,Other,UAE,951168,Video,Education,4661,2258,327,4911,7847,2023-12-23,387052,False,Mobile,Negative,#fun,0.92341022,1,7246,1,0,1.3641666666666667,Saturday
84038,15,Female,Brazil,916700,Video,Food,3801,243,1588,2238,74084,2022-11-20,520106,False,Mobile,Negative,#travel #foodie,0.076021813,2,5632,2,0,0.6216666666666667,Sunday
62393,47,Male,Brazil,605871,Video,Tech,7413,238,1705,916,76576,2022-05-03,269633,False,Mobile,Positive,#fashion #travel,0.122179273,2,9356,2,0,0.2544444444444444,Tuesday
76081,45,Male,Brazil,759650,Image,Music,17547,1220,846,6859,81232,2022-02-02,243947,False,Mobile,Positive,#music #fitness #fashion,0.241444258,3,19613,3,0,1.9052777777777778,Wednesday
39430,36,Female,UK,548250,Image,Lifestyle,12071,768,97,3349,63509,2023-10-17,223933,True,Mobile,Positive,#music #foodie #fun,0.203687666,3,12936,3,0,0.9302777777777778,Tuesday
85532,31,Female,UAE,916570,Video,Fitness,17665,234,658,2586,30727,2022-05-25,694464,False,Mobile,Negative,#fitness #reels #fashion,0.603931396,3,18557,3,0,0.7183333333333334,Wednesday
37788,30,Male,Germany,350927,Text,Education,10105,2234,299,4180,83687,2023-06-01,791070,False,Desktop,Positive,#fun #tech #travel,0.159989007,3,12638,3,0,1.1611111111111112,Thursday
58543,61,Other,France,486794,Text,Tech,11087,2760,29,5454,88334,2023-11-04,531849,False,Mobile,Negative,#tech,0.157085607,1,13876,1,0,1.515,Saturday
23919,64,Female,Japan,899864,Reel,Fitness,8187,496,1097,2488,72049,2022-11-06,453156,False,Desktop,Positive,#reels #lifestyle #tech,0.135740954,3,9780,3,0,0.6911111111111111,Sunday
79346,36,Other,UAE,691346,Image,Education,16686,1519,171,3793,84668,2022-05-24,22724,False,Tablet,Neutral,#reels,0.217035952,1,18376,1,0,1.053611111111111,Tuesday
49974,57,Male,UAE,158175,Reel,Fitness,13805,1903,1017,7817,71370,2023-10-26,581158,True,Mobile,Positive,#fitness #fashion,0.234342161,2,16725,2,0,2.171388888888889,Thursday
26371,47,Other,Canada,133329,Reel,Education,8947,2234,1908,2837,41696,2023-06-01,103811,False,Tablet,Neutral,#travel #music,0.313915004,2,13089,2,0,0.7880555555555555,Thursday
55084,38,Male,Australia,505544,Video,Fashion,9418,1634,922,7339,30886,2022-07-14,361606,False,Tablet,Positive,#music,0.38768374,1,11974,1,0,2.038611111111111,Thursday
39629,48,Male,Brazil,527463,Text,Travel,7575,935,83,5971,83599,2023-04-28,601004,True,Tablet,Negative,#fun #lifestyle #fitness,0.102788311,3,8593,3,0,1.658611111111111,Friday
61184,37,Male,USA,368821,Reel,Education,9425,1268,984,2386,24099,2023-09-29,543576,True,Mobile,Positive,#reels,0.484542927,1,11677,1,0,0.6627777777777778,Friday
71916,57,Male,Germany,150357,Video,Music,5978,2360,1608,5787,16618,2023-04-20,64383,False,Desktop,Negative,#lifestyle #reels,0.598507642,2,9946,2,0,1.6075,Thursday
83972,61,Other,Canada,155812,Image,Tech,14436,818,1767,7396,28507,2023-08-11,347328,False,Tablet,Negative,#reels,0.597081419,1,17021,1,0,2.0544444444444445,Friday
72187,55,Male,Australia,665904,Reel,Travel,9089,21,1313,1841,64403,2022-06-18,189356,False,Mobile,Positive,#fashion #foodie,0.161840287,2,10423,2,0,0.5113888888888889,Saturday
22984,46,Male,Australia,554500,Text,Fitness,8154,2115,638,1202,29601,2023-12-30,42344,False,Desktop,Positive,#travel #foodie,0.368467282,2,10907,2,0,0.3338888888888889,Saturday
43039,37,Other,India,542957,Image,Fashion,8183,2439,84,5366,35380,2022-07-02,478626,False,Tablet,Positive,#fun #travel,0.302600339,2,10706,2,0,1.4905555555555556,Saturday
95431,28,Female,Brazil,546694,Video,Education,3362,1088,1277,5099,55357,2022-04-23,333556,False,Mobile,Positive,#music #travel #foodie,0.103455751,3,5727,3,0,1.416388888888889,Saturday
93691,46,Other,India,285128,Image,Travel,11101,1827,663,4769,29145,2022-10-03,689897,True,Desktop,Positive,#lifestyle #love #fitness,0.466323555,3,13591,3,0,1.3247222222222221,Monday
68606,41,Other,Canada,584699,Reel,Food,9646,1990,1847,5794,92455,2023-04-21,68446,False,Desktop,Positive,#reels #fashion #music,0.145833108,3,13483,3,0,1.6094444444444445,Friday
20616,31,Other,Australia,407678,Image,Fitness,18396,728,518,729,88867,2022-06-27,175594,False,Mobile,Neutral,#fitness,0.221026928,1,19642,1,0,0.2025,Monday
60072,35,Male,USA,310128,Image,Food,17484,2588,1475,316,24532,2023-09-29,24335,False,Tablet,Positive,#fashion #music,0.878322191,2,21547,2,0,0.08777777777777777,Friday
34574,31,Male,Germany,688450,Image,Lifestyle,10105,2615,1330,7453,55797,2022-10-18,151351,True,Mobile,Negative,#lifestyle #reels #fashion,0.353065577,3,14050,3,0,2.0702777777777777,Tuesday
13430,37,Male,India,931143,Text,Travel,5104,1873,1671,75,26845,2023-03-10,549751,True,Tablet,Positive,#reels #foodie #music,0.322145651,3,8648,3,0,0.020833333333333332,Friday
22676,28,Female,Australia,253877,Reel,Travel,9512,2947,183,5069,29543,2023-04-08,148432,False,Mobile,Neutral,#fitness #travel #fashion,0.427918627,3,12642,3,0,1.4080555555555556,Saturday
20816,63,Male,Germany,982412,Video,Travel,16069,211,972,3046,45017,2023-02-21,69191,False,Desktop,Negative,#love #music,0.383233001,2,17252,2,0,0.8461111111111111,Tuesday
42733,21,Female,Brazil,906575,Text,Lifestyle,16306,1773,1337,7619,34100,2023-12-12,377222,True,Desktop,Positive,#fashion #foodie #travel,0.569384164,3,19416,3,0,2.116388888888889,Tuesday
95680,13,Male,Japan,208380,Reel,Music,16255,199,340,203,44432,2022-05-18,77163,False,Desktop,Neutral,#reels,0.377970832,1,16794,1,0,0.05638888888888889,Wednesday
12050,54,Other,Germany,817833,Video,Tech,4502,986,226,7895,95932,2023-05-04,548855,False,Desktop,Neutral,#fun,0.059563024,1,5714,1,0,2.1930555555555555,Thursday
43933,31,Male,Australia,247089,Video,Fitness,15252,177,836,6567,59124,2023-12-31,769998,False,Desktop,Positive,#love,0.27509979,1,16265,1,0,1.8241666666666667,Sunday
34951,45,Female,Canada,556418,Video,Fitness,6037,1446,1779,5854,92121,2022-06-17,209897,False,Mobile,Negative,#fitness #lifestyle #foodie,0.100541679,3,9262,3,0,1.626111111111111,Friday
44801,28,Male,India,141423,Video,Education,9292,2036,449,7460,55178,2022-06-10,676796,False,Mobile,Positive,#fashion,0.213436515,1,11777,1,0,2.0722222222222224,Friday
65619,56,Other,France,141713,Video,Education,14466,1485,1274,3775,69725,2023-01-12,636385,False,Tablet,Negative,#fun,0.247041951,1,17225,1,0,1.0486111111111112,Thursday
42913,52,Male,Australia,581072,Text,Fitness,996,2091,1431,2944,25294,2022-11-26,158087,False,Tablet,Neutral,#lifestyle,0.178619435,1,4518,1,0,0.8177777777777778,Saturday
50600,30,Male,France,698598,Video,Tech,9627,1454,169,6924,65619,2023-01-30,672621,False,Desktop,Neutral,#reels,0.171444246,1,11250,1,0,1.9233333333333333,Monday
67775,46,Male,USA,888637,Image,Music,18929,167,565,7580,43848,2022-06-21,731864,False,Desktop,Negative,#lifestyle #music,0.448389892,2,19661,2,0,2.1055555555555556,Tuesday
45400,37,Other,USA,415410,Text,Travel,4984,2334,1935,5558,92121,2023-04-15,321719,False,Desktop,Positive,#reels,0.100443981,1,9253,1,0,1.5438888888888889,Saturday
14494,57,Female,Australia,767702,Text,Travel,16737,2756,131,6444,52096,2023-02-26,103503,False,Tablet,Negative,#music,0.376689189,1,19624,1,0,1.79,Sunday
90688,18,Other,India,818550,Reel,Lifestyle,2318,2384,826,4355,45738,2022-09-13,580508,True,Tablet,Positive,#travel #music #fun,0.120862303,3,5528,3,0,1.2097222222222221,Tuesday
99431,33,Female,Brazil,706151,Video,Food,13703,585,605,7359,63244,2023-11-11,201749,False,Mobile,Positive,#reels #music #tech,0.235484789,3,14893,3,0,2.0441666666666665,Saturday
84691,18,Female,UK,776560,Image,Tech,12719,1915,1069,7438,58140,2022-04-30,377266,False,Tablet,Neutral,#lifestyle #tech #music,0.270089439,3,15703,3,0,2.0661111111111112,Saturday
53001,44,Female,USA,238260,Image,Fashion,2519,2230,349,3051,80383,2022-01-19,320135,False,Desktop,Positive,#fun,0.06342137,1,5098,1,0,0.8475,Wednesday
77364,53,Other,India,488377,Video,Tech,5427,15,98,2663,28080,2022-09-04,360506,False,Mobile,Negative,#lifestyle #fashion #fun,0.197293447,3,5540,3,0,0.7397222222222222,Sunday
55028,60,Male,UAE,364952,Video,Lifestyle,4603,1603,1769,431,27111,2022-07-24,589790,False,Tablet,Negative,#lifestyle #fitness,0.294161042,2,7975,2,0,0.11972222222222222,Sunday
47573,55,Male,UAE,375995,Reel,Music,18468,2934,1804,2763,26186,2023-02-24,258233,False,Mobile,Positive,#fun #fashion,0.886198732,2,23206,2,0,0.7675,Friday
10806,51,Male,France,574106,Image,Food,899,836,1060,4791,89569,2022-03-08,574803,False,Tablet,Negative,#reels #tech,0.031204993,2,2795,2,0,1.3308333333333333,Tuesday
66638,43,Male,Germany,296000,Text,Food,16846,2157,1461,7384,70598,2022-12-08,406529,False,Tablet,Positive,#fun,0.289866568,1,20464,1,0,2.051111111111111,Thursday
39757,54,Male,Brazil,623047,Reel,Education,17885,1576,1968,3162,43378,2022-12-11,721924,False,Tablet,Positive,#music #love #fashion,0.494006178,3,21429,3,0,0.8783333333333333,Sunday
44636,22,Other,France,508274,Reel,Education,12068,305,1008,197,66493,2023-11-28,194233,False,Desktop,Positive,#music #fitness #lifestyle,0.201239228,3,13381,3,0,0.05472222222222222,Tuesday
90097,42,Other,UAE,638908,Text,Food,17099,2053,74,5078,65258,2023-01-22,282301,False,Tablet,Neutral,#lifestyle,0.29461522,1,19226,1,0,1.4105555555555556,Sunday
58280,64,Other,Brazil,687283,Reel,Travel,5330,2890,57,7566,93941,2022-12-08,477276,False,Desktop,Positive,#love #fashion #tech,0.088108494,3,8277,3,0,2.1016666666666666,Thursday
34262,30,Other,UK,589982,Video,Fashion,19995,1716,1042,38,63736,2022-04-18,666778,False,Mobile,Neutral,#tech #music #fashion,0.356988201,3,22753,3,0,0.010555555555555556,Monday
90435,36,Other,Germany,660969,Text,Food,9180,360,401,6852,53534,2023-11-08,223081,False,Tablet,Positive,#foodie #fashion #reels,0.185695072,3,9941,3,0,1.9033333333333333,Wednesday
64842,21,Other,UAE,576555,Image,Travel,17137,1858,1936,2126,54709,2023-02-06,757458,False,Desktop,Positive,#travel #music,0.382587874,2,20931,2,0,0.5905555555555555,Monday
91470,27,Female,USA,823040,Reel,Music,3750,1971,142,3899,11318,2022-10-29,296750,False,Mobile,Positive,#tech #travel,0.518024386,2,5863,2,0,1.0830555555555557,Saturday
48197,16,Male,France,863416,Image,Fashion,10105,1123,1991,3165,40791,2022-04-17,738572,False,Mobile,Negative,#travel #fitness #love,0.367605599,3,13219,3,0,0.8791666666666667,Sunday
51844,52,Female,UK,404280,Reel,Fitness,19606,1113,107,4779,82086,2023-09-27,796681,False,Tablet,Negative,#love,0.253709524,1,20826,1,0,1.3275,Wednesday
74754,21,Other,UK,322452,Video,Fashion,16819,983,220,6186,30234,2023-08-08,565410,False,Tablet,Negative,#love #tech #travel,0.596083879,3,18022,3,0,1.7183333333333333,Tuesday
87129,21,Male,Germany,980131,Image,Fashion,14796,2771,857,2124,61001,2022-12-03,36584,False,Tablet,Positive,#reels #foodie,0.302027836,2,18424,2,0,0.59,Saturday
50042,38,Female,India,450600,Image,Fitness,18344,2162,509,6065,99189,2023-04-05,576821,False,Desktop,Neutral,#music #fitness #fun,0.211868252,3,21015,3,0,1.6847222222222222,Wednesday
71665,16,Male,UK,183086,Reel,Tech,5813,2323,375,7399,65470,2022-11-09,405000,False,Desktop,Neutral,#music,0.129998473,1,8511,1,0,2.055277777777778,Wednesday
92856,29,Male,Germany,791703,Video,Fashion,1724,2127,4,4134,47154,2022-06-03,591237,False,Tablet,Positive,#love #travel #fun,0.081753404,3,3855,3,0,1.1483333333333334,Friday
37376,28,Female,UK,479673,Image,Tech,1494,178,1980,7733,40603,2023-09-01,11161,False,Tablet,Negative,#fun #fashion,0.089944093,2,3652,2,0,2.1480555555555556,Friday
65554,27,Male,Australia,380398,Video,Fashion,18363,560,387,6294,81771,2022-12-15,436519,True,Desktop,Positive,#travel #lifestyle #love,0.236147289,3,19310,3,0,1.7483333333333333,Thursday
24199,47,Other,Japan,423417,Video,Lifestyle,8437,2556,567,3771,50670,2023-08-17,261739,True,Desktop,Neutral,#lifestyle,0.228142885,1,11560,1,0,1.0475,Thursday
91412,64,Other,UK,552827,Video,Fitness,7160,2307,1790,7119,69326,2023-06-13,563758,False,Tablet,Positive,#fitness #fashion,0.162377751,2,11257,2,0,1.9775,Tuesday
60948,17,Other,Germany,217574,Reel,Fashion,8575,1809,983,5538,99951,2022-10-27,626017,False,Tablet,Positive,#music #fitness #lifestyle,0.113725726,3,11367,3,0,1.5383333333333333,Thursday
83781,17,Other,Australia,739135,Reel,Food,284,291,1994,7989,45331,2023-11-23,667561,False,Mobile,Negative,#reels #tech,0.056672035,2,2569,2,0,2.2191666666666667,Thursday
82750,32,Other,Australia,205547,Video,Lifestyle,15315,2932,1757,3257,82378,2023-12-29,147373,False,Mobile,Neutral,#foodie #tech #music,0.242831824,3,20004,3,0,0.9047222222222222,Friday
76262,27,Male,Germany,553218,Video,Food,5083,290,1895,6461,48034,2023-06-18,134554,False,Tablet,Negative,#music #foodie #fun,0.151309489,3,7268,3,0,1.7947222222222223,Sunday
86898,59,Other,USA,854719,Text,Music,900,1497,1839,5551,70022,2022-07-30,620637,False,Tablet,Neutral,#music #love,0.066379138,2,4236,2,0,1.5419444444444443,Saturday
72483,14,Other,Japan,557480,Text,Lifestyle,1459,2811,1186,3206,18661,2022-10-13,38256,False,Desktop,Neutral,#tech,0.292374471,1,5456,1,0,0.8905555555555555,Thursday
28297,41,Male,Australia,608237,Reel,Lifestyle,13680,593,1771,5622,53062,2023-02-27,14992,True,Tablet,Neutral,#love #travel #fashion,0.302363273,3,16044,3,0,1.5616666666666668,Monday
40448,25,Female,USA,611500,Video,Education,19305,1428,1783,7852,33346,2023-12-20,521754,False,Tablet,Negative,#tech #travel,0.675223415,2,22516,2,0,2.181111111111111,Wednesday
36172,16,Male,Brazil,451671,Text,Fashion,2533,947,364,5388,82667,2023-05-09,678446,False,Desktop,Neutral,#fashion,0.046499813,1,3844,1,0,1.4966666666666666,Tuesday
17657,57,Male,France,389707,Image,Education,17189,1348,1532,6770,89122,2022-12-11,65893,False,Tablet,Positive,#music #fashion #foodie,0.225185701,3,20069,3,0,1.8805555555555555,Sunday
35425,43,Male,USA,887357,Text,Travel,18612,1497,20,7900,97539,2022-11-15,484244,True,Desktop,Positive,#music,0.208490963,1,20129,1,0,2.1944444444444446,Tuesday
36685,53,Female,Japan,675883,Image,Fitness,1921,309,613,2598,76784,2022-12-08,318401,False,Tablet,Positive,#music,0.037025943,1,2843,1,0,0.7216666666666667,Thursday
34578,20,Other,Japan,230249,Reel,Tech,4972,1693,516,4435,91773,2023-01-14,138931,False,Mobile,Neutral,#fun,0.078247415,1,7181,1,0,1.2319444444444445,Saturday
38831,15,Other,Brazil,640609,Image,Fashion,2387,1498,1983,3313,26112,2023-06-30,587861,False,Mobile,Neutral,#music #fun #foodie,0.224724265,3,5868,3,0,0.9202777777777778,Friday
17906,60,Female,Australia,267820,Reel,Food,10730,2894,1220,1244,47678,2023-09-25,235162,False,Desktop,Neutral,#fitness #lifestyle,0.311338563,2,14844,2,0,0.34555555555555556,Monday
71413,58,Other,UK,795388,Image,Fitness,14830,2472,660,4087,80859,2023-11-26,701176,False,Tablet,Positive,#fashion #lifestyle #music,0.222139774,3,17962,3,0,1.1352777777777778,Sunday
64028,21,Other,Brazil,378295,Image,Food,1996,1165,1368,657,18489,2023-08-13,423252,False,Desktop,Neutral,#fitness #music,0.244956461,2,4529,2,0,0.1825,Sunday
17287,42,Male,USA,176133,Text,Travel,4825,660,329,2965,79989,2023-09-27,237481,False,Tablet,Neutral,#music #travel,0.072684994,2,5814,2,0,0.8236111111111111,Wednesday
43660,23,Female,UK,134187,Image,Fashion,5282,2273,377,1699,52392,2022-07-27,548431,False,Mobile,Negative,#fashion,0.15139716,1,7932,1,0,0.47194444444444444,Wednesday
85758,47,Female,France,143835,Image,Fitness,13869,1497,1234,4456,25583,2022-07-05,555998,False,Mobile,Neutral,#fitness #lifestyle,0.648868389,2,16600,2,0,1.2377777777777779,Tuesday
70504,49,Other,Canada,362203,Reel,Education,18887,2072,159,6068,32997,2022-01-17,605170,False,Mobile,Neutral,#fashion,0.639997576,1,21118,1,0,1.6855555555555555,Monday
69720,38,Other,France,594044,Reel,Food,15451,2142,657,3043,41997,2022-10-17,657693,False,Desktop,Neutral,#foodie #fun,0.434554849,2,18250,2,0,0.8452777777777778,Monday
44701,25,Other,Australia,316789,Image,Education,104,2555,1593,6914,20202,2022-09-11,368050,False,Mobile,Positive,#music #love,0.21047421,2,4252,2,0,1.9205555555555556,Sunday
93300,48,Male,Germany,127235,Video,Lifestyle,8630,564,353,6333,82834,2023-09-03,424346,False,Mobile,Positive,#music,0.115254606,1,9547,1,0,1.7591666666666668,Sunday
27674,25,Male,France,718496,Image,Education,17905,1605,1263,6556,94174,2023-03-22,110570,False,Desktop,Neutral,#music #lifestyle,0.220581052,2,20773,2,0,1.8211111111111111,Wednesday
93560,24,Male,UAE,167114,Image,Fitness,1351,1199,78,4424,71485,2023-04-01,513329,False,Tablet,Positive,#reels #travel,0.036762957,2,2628,2,0,1.228888888888889,Saturday
33874,49,Female,France,800726,Text,Travel,2698,643,151,1799,93593,2022-05-27,25493,False,Mobile,Positive,#fitness #fashion,0.037310483,2,3492,2,0,0.49972222222222223,Friday
53642,22,Other,France,753479,Image,Education,19996,1431,1012,5341,65650,2022-04-24,132504,False,Tablet,Positive,#foodie #lifestyle #tech,0.334242193,3,22439,3,0,1.4836111111111112,Sunday
27602,64,Female,France,484033,Reel,Food,15300,1950,692,5805,75865,2023-01-17,518218,True,Desktop,Positive,#fitness,0.236499044,1,17942,1,0,1.6125,Tuesday
98801,19,Female,UK,881345,Reel,Food,5310,458,351,6235,69124,2023-01-11,486240,False,Tablet,Neutral,#fun #foodie #fitness,0.088522076,3,6119,3,0,1.7319444444444445,Wednesday
35931,14,Other,UK,705871,Reel,Fashion,6190,2948,1224,4535,46162,2023-05-21,89065,False,Tablet,Negative,#fun #foodie #tech,0.224470344,3,10362,3,0,1.2597222222222222,Sunday
39192,35,Male,France,132160,Reel,Education,10105,337,950,7273,25382,2022-11-18,467977,False,Desktop,Positive,#reels,0.569419274,1,11392,1,0,2.020277777777778,Friday
56542,51,Other,India,985443,Image,Education,17658,1354,132,6388,99106,2022-11-24,771122,False,Tablet,Neutral,#fashion #travel #foodie,0.193166912,3,19144,3,0,1.7744444444444445,Thursday
52520,52,Other,India,891709,Video,Fashion,2822,1497,1988,7472,72211,2022-12-15,190871,True,Mobile,Neutral,#travel,0.09448699,1,6307,1,0,2.0755555555555554,Thursday
68762,33,Female,Canada,947182,Text,Lifestyle,3921,575,168,3977,53383,2022-11-03,35344,False,Desktop,Negative,#foodie #fitness #love,0.087368638,3,4664,3,0,1.1047222222222222,Thursday
60106,38,Female,Germany,681190,Video,Music,10105,1570,865,7052,54094,2022-07-18,514556,False,Desktop,Neutral,#fun #reels,0.363774171,2,12540,2,0,1.958888888888889,Monday
91121,41,Male,Brazil,311270,Video,Education,11019,1547,390,1976,88180,2022-06-26,190626,False,Mobile,Positive,#fun #lifestyle #fashion,0.146926741,3,12956,3,0,0.5488888888888889,Sunday
35559,26,Male,UAE,741137,Text,Music,1547,942,1881,7937,55909,2022-05-04,615668,False,Tablet,Positive,#fun,0.078162729,1,4370,1,0,2.2047222222222222,Wednesday
43742,38,Male,UAE,197052,Image,Fashion,2076,345,1408,4928,80004,2022-06-06,476229,True,Tablet,Neutral,#foodie #music #travel,0.047860107,3,3829,3,0,1.3688888888888888,Monday
79669,63,Other,France,752182,Text,Music,13962,324,819,3669,39360,2023-08-30,32079,False,Tablet,Negative,#lifestyle #foodie #travel,0.383765244,3,15105,3,0,1.0191666666666668,Wednesday
31754,43,Other,India,537715,Image,Lifestyle,13908,2138,1817,6095,84575,2023-09-03,306968,False,Tablet,Neutral,#love #foodie,0.211208986,2,17863,2,0,1.6930555555555555,Sunday
13972,37,Male,India,787246,Text,Tech,3657,293,1400,937,29417,2022-08-23,679552,False,Tablet,Positive,#reels #fun,0.181867628,2,5350,2,0,0.2602777777777778,Tuesday
19903,32,Female,UK,491568,Video,Tech,7214,258,779,1289,96237,2022-01-18,657039,False,Tablet,Negative,#tech,0.085736255,1,8251,1,0,0.35805555555555557,Tuesday
13020,56,Female,Germany,170975,Reel,Tech,11856,1110,1861,4670,90696,2022-06-23,756423,False,Mobile,Negative,#fun #music #love,0.163480198,3,14827,3,0,1.2972222222222223,Thursday
51755,29,Male,Australia,640856,Text,Fitness,4094,1517,339,2150,81342,2023-02-07,310686,False,Mobile,Positive,#tech #love #fashion,0.073147943,3,5950,3,0,0.5972222222222222,Tuesday
95956,57,Other,Australia,269164,Video,Food,4728,2233,1554,7421,69310,2023-01-16,635598,False,Mobile,Positive,#music,0.122853845,1,8515,1,0,2.0613888888888887,Monday
96988,14,Male,India,686967,Text,Music,3729,2391,1999,7622,27387,2022-04-30,798005,True,Desktop,Positive,#tech #foodie #travel,0.296454522,3,8119,3,0,2.1172222222222223,Saturday
55648,37,Other,Brazil,165781,Reel,Food,7241,820,131,4924,58457,2022-04-06,331773,False,Desktop,Positive,#lifestyle,0.140137195,1,8192,1,0,1.3677777777777778,Wednesday
12396,51,Other,India,566935,Reel,Travel,10472,2788,209,4761,58016,2022-04-07,464043,False,Tablet,Positive,#fitness #fashion,0.232160094,2,13469,2,0,1.3225,Thursday
94082,40,Female,France,662980,Reel,Food,1830,1539,1028,1516,88701,2023-04-15,16053,True,Mobile,Negative,#fun,0.049571031,1,4397,1,0,0.4211111111111111,Saturday
29129,54,Other,Japan,130086,Text,Music,10090,568,376,5380,92042,2023-12-06,46646,False,Tablet,Positive,#music #tech #lifestyle,0.119880055,3,11034,3,0,1.4944444444444445,Wednesday
21303,15,Female,USA,329334,Image,Travel,16932,508,1077,1404,95113,2022-08-24,790298,False,Tablet,Neutral,#love #fitness #foodie,0.194684218,3,18517,3,0,0.39,Wednesday
40561,47,Female,France,244973,Reel,Fitness,14432,1563,1521,4492,29837,2023-07-15,659515,True,Tablet,Neutral,#lifestyle,0.587056339,1,17516,1,0,1.2477777777777779,Saturday
96231,23,Female,Germany,329652,Image,Fitness,18953,524,1012,1931,65596,2023-11-05,261157,False,Desktop,Negative,#music #foodie,0.303631319,2,20489,2,0,0.5363888888888889,Sunday
17314,32,Male,USA,128604,Video,Education,17297,2247,1741,1885,95932,2022-10-12,625414,False,Mobile,Negative,#foodie #love,0.221875912,2,21285,2,0,0.5236111111111111,Wednesday
29623,17,Male,India,137869,Reel,Education,17560,1207,1203,2353,39835,2022-05-14,69640,False,Mobile,Positive,#fitness,0.501317936,1,19970,1,0,0.6536111111111111,Saturday
77675,31,Female,Canada,769897,Image,Travel,7273,308,240,3807,50462,2023-11-26,614135,False,Mobile,Positive,#lifestyle #reels #fashion,0.154987912,3,7821,3,0,1.0575,Sunday
75082,34,Other,Canada,767861,Video,Tech,6696,1839,1809,2746,52386,2023-06-23,20432,True,Tablet,Positive,#tech #fitness,0.197457336,2,10344,2,0,0.7627777777777778,Friday
93624,31,Other,India,878845,Image,Music,19657,1383,1343,5790,54707,2023-10-14,98490,False,Tablet,Positive,#love,0.409143254,1,22383,1,0,1.6083333333333334,Saturday
43130,59,Female,Brazil,743549,Video,Education,15042,2306,500,580,82574,2022-09-17,21220,False,Tablet,Negative,#foodie #fitness #fashion,0.216145518,3,17848,3,0,0.16111111111111112,Saturday
61756,28,Male,India,530587,Text,Lifestyle,14900,1942,1673,2212,87885,2023-05-18,292489,False,Desktop,Neutral,#reels #fashion,0.210673039,2,18515,2,0,0.6144444444444445,Thursday
36292,36,Female,UK,476783,Video,Fitness,12434,1180,22,3329,29596,2023-08-15,752108,False,Tablet,Positive,#love #tech #fashion,0.460737938,3,13636,3,0,0.9247222222222222,Tuesday
96206,53,Other,Canada,998122,Reel,Music,17906,2472,631,101,79096,2022-06-29,312811,False,Desktop,Negative,#fun #tech,0.265613937,2,21009,2,0,0.028055555555555556,Wednesday
79274,16,Other,Japan,530037,Video,Education,7477,2826,1650,4550,77890,2022-09-24,561877,False,Tablet,Negative,#fashion,0.153460008,1,11953,1,0,1.2638888888888888,Saturday
12469,27,Female,UAE,844092,Video,Fashion,2802,1044,1016,4288,12057,2023-07-18,428358,False,Tablet,Negative,#fitness,0.403251223,1,4862,1,0,1.191111111111111,Tuesday
63947,37,Male,USA,487736,Reel,Food,3122,2686,1617,3842,64280,2022-03-25,503517,False,Desktop,Negative,#fun #love #fashion,0.115510268,3,7425,3,0,1.0672222222222223,Friday
73620,47,Male,Australia,292077,Video,Music,2456,1011,1012,4993,66900,2022-06-05,467926,False,Desktop,Neutral,#reels #lifestyle,0.06980568,2,4479,2,0,1.3869444444444445,Sunday
58874,26,Male,France,569313,Text,Food,18033,349,1887,4905,23303,2023-05-05,536375,False,Mobile,Neutral,#love #reels,0.869802171,2,20269,2,0,1.3625,Friday
59708,61,Female,Brazil,380245,Image,Food,2320,960,174,298,47778,2022-11-24,638655,False,Mobile,Positive,#foodie #tech #lifestyle,0.072292687,3,3454,3,0,0.08277777777777778,Thursday
84553,31,Female,Australia,604268,Image,Travel,10697,437,197,4116,41953,2023-09-08,466062,False,Tablet,Positive,#tech #music,0.270087956,2,11331,2,0,1.1433333333333333,Friday
78344,38,Male,Brazil,524642,Reel,Fashion,17527,455,1561,44,48462,2022-12-12,761017,False,Tablet,Negative,#love,0.403264413,1,19543,1,0,0.012222222222222223,Monday
64302,19,Male,Brazil,369457,Reel,Lifestyle,8237,1569,98,2543,84324,2023-09-29,737540,False,Mobile,Positive,#travel #fun #fitness,0.117451734,3,9904,3,0,0.7063888888888888,Friday
